"Town","FIPS","Year","Measure Type","Variable","Value"
"Bethany","0900904580","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bethany","0900904580","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",32.65
"Bethany","0900904580","2007-2011","Number","Lung Cancer Deaths",9
"Bethany","0900904580","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bethany","0900904580","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",39.55
"Bethany","0900904580","2008-2012","Number","Lung Cancer Deaths",11
"Bethel","0900104720","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",44.32
"Bethel","0900104720","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",50.06
"Bethel","0900104720","2006-2010","Number","Lung Cancer Deaths",46
"Bethel","0900104720","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",47.65
"Bethel","0900104720","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",50.83
"Bethel","0900104720","2007-2011","Number","Lung Cancer Deaths",47
"Bethel","0900104720","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",44.03
"Bethel","0900104720","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",48.35
"Bethel","0900104720","2008-2012","Number","Lung Cancer Deaths",45
"Bethlehem","0900504930","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bethlehem","0900504930","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",72.32
"Bethlehem","0900504930","2006-2010","Number","Lung Cancer Deaths",13
"Bethlehem","0900504930","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bethlehem","0900504930","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",66.74
"Bethlehem","0900504930","2007-2011","Number","Lung Cancer Deaths",12
"Bethlehem","0900504930","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bethlehem","0900504930","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",66.59
"Bethlehem","0900504930","2008-2012","Number","Lung Cancer Deaths",12
"Bloomfield","0900305910","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",32.43
"Bloomfield","0900305910","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",57.05
"Bloomfield","0900305910","2006-2010","Number","Lung Cancer Deaths",58
"Bloomfield","0900305910","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",32.84
"Bloomfield","0900305910","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",58.81
"Bloomfield","0900305910","2007-2011","Number","Lung Cancer Deaths",60
"Bloomfield","0900305910","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",34.16
"Bloomfield","0900305910","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",63.45
"Bloomfield","0900305910","2008-2012","Number","Lung Cancer Deaths",65
"Bolton","0901306260","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bolton","0901306260","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",43.8
"Bolton","0901306260","2006-2010","Number","Lung Cancer Deaths",11
"Bolton","0901306260","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bolton","0901306260","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",39.95
"Bolton","0901306260","2007-2011","Number","Lung Cancer Deaths",10
"Bolton","0901306260","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bolton","0901306260","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",44.17
"Bolton","0901306260","2008-2012","Number","Lung Cancer Deaths",11
"Bozrah","0901106820","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bozrah","0901106820","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",54.05
"Bozrah","0901106820","2006-2010","Number","Lung Cancer Deaths",7
"Bozrah","0901106820","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bozrah","0901106820","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",53.78
"Bozrah","0901106820","2007-2011","Number","Lung Cancer Deaths",7
"Bozrah","0901106820","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bozrah","0901106820","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",53.31
"Bozrah","0901106820","2008-2012","Number","Lung Cancer Deaths",7
"Branford","0900907310","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",45.6
"Branford","0900907310","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",70.94
"Branford","0900907310","2006-2010","Number","Lung Cancer Deaths",100
"Branford","0900907310","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",43.13
"Branford","0900907310","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",69.75
"Branford","0900907310","2007-2011","Number","Lung Cancer Deaths",98
"Branford","0900907310","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",46.42
"Branford","0900907310","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",74.94
"Branford","0900907310","2008-2012","Number","Lung Cancer Deaths",105
"Bridgeport","0900108070","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",41.84
"Bridgeport","0900108070","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",36.05
"Bridgeport","0900108070","2006-2010","Number","Lung Cancer Deaths",257
"Bridgeport","0900108070","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",42.52
"Bridgeport","0900108070","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",36.12
"Bridgeport","0900108070","2007-2011","Number","Lung Cancer Deaths",259
"Bridgeport","0900108070","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",40.86
"Bridgeport","0900108070","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",35.44
"Bridgeport","0900108070","2008-2012","Number","Lung Cancer Deaths",256
"Bridgewater","0900508210","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bridgewater","0900508210","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",70.26
"Bridgewater","0900508210","2006-2010","Number","Lung Cancer Deaths",6
"Bridgewater","0900508210","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bridgewater","0900508210","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",67.04
"Bridgewater","0900508210","2007-2011","Number","Lung Cancer Deaths",6
"Bridgewater","0900508210","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Bridgewater","0900508210","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",69.57
"Bridgewater","0900508210","2008-2012","Number","Lung Cancer Deaths",6
"Bristol","0900308490","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",56.16
"Bristol","0900308490","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",66.15
"Bristol","0900308490","2006-2010","Number","Lung Cancer Deaths",200
"Bristol","0900308490","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",52.99
"Bristol","0900308490","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",64.49
"Bristol","0900308490","2007-2011","Number","Lung Cancer Deaths",195
"Bristol","0900308490","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",48.54
"Bristol","0900308490","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",60.18
"Bristol","0900308490","2008-2012","Number","Lung Cancer Deaths",182
"Brookfield","0900108980","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",50.66
"Brookfield","0900108980","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",49.34
"Brookfield","0900108980","2006-2010","Number","Lung Cancer Deaths",40
"Brookfield","0900108980","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",58.37
"Brookfield","0900108980","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",52.63
"Brookfield","0900108980","2007-2011","Number","Lung Cancer Deaths",43
"Brookfield","0900108980","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",49.7
"Brookfield","0900108980","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",54.62
"Brookfield","0900108980","2008-2012","Number","Lung Cancer Deaths",45
"Brooklyn","0901509190","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",101.16
"Brooklyn","0901509190","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",86.49
"Brooklyn","0901509190","2006-2010","Number","Lung Cancer Deaths",35
"Brooklyn","0901509190","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",71.44
"Brooklyn","0901509190","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",76.24
"Brooklyn","0901509190","2007-2011","Number","Lung Cancer Deaths",31
"Brooklyn","0901509190","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",50.71
"Brooklyn","0901509190","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",60.89
"Brooklyn","0901509190","2008-2012","Number","Lung Cancer Deaths",25
"Burlington","0900310100","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",50.48
"Burlington","0900310100","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",35.15
"Burlington","0900310100","2006-2010","Number","Lung Cancer Deaths",16
"Burlington","0900310100","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",42.53
"Burlington","0900310100","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",32.64
"Burlington","0900310100","2007-2011","Number","Lung Cancer Deaths",15
"Burlington","0900310100","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Burlington","0900310100","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",30.1
"Burlington","0900310100","2008-2012","Number","Lung Cancer Deaths",14
"Canaan","0900510940","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Canaan","0900510940","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",103.36
"Canaan","0900510940","2006-2010","Number","Lung Cancer Deaths",6
"Canaan","0900510940","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Canaan","0900510940","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",101.44
"Canaan","0900510940","2007-2011","Number","Lung Cancer Deaths",6
"Canaan","0900510940","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Canaan","0900510940","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",113.45
"Canaan","0900510940","2008-2012","Number","Lung Cancer Deaths",7
"Canterbury","0901512130","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Canterbury","0901512130","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",35.36
"Canterbury","0901512130","2006-2010","Number","Lung Cancer Deaths",9
"Canterbury","0901512130","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Canterbury","0901512130","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",23.49
"Canterbury","0901512130","2007-2011","Number","Lung Cancer Deaths",6
"Canterbury","0901512130","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Canterbury","0901512130","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",27.27
"Canterbury","0901512130","2008-2012","Number","Lung Cancer Deaths",7
"Canton","0900312270","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",48.54
"Canton","0900312270","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",47.82
"Canton","0900312270","2006-2010","Number","Lung Cancer Deaths",24
"Canton","0900312270","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",44.47
"Canton","0900312270","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",51.29
"Canton","0900312270","2007-2011","Number","Lung Cancer Deaths",26
"Canton","0900312270","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",30.33
"Canton","0900312270","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",40.8
"Canton","0900312270","2008-2012","Number","Lung Cancer Deaths",21
"Chaplin","0901513810","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Chaplin","0901513810","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",84.67
"Chaplin","0901513810","2006-2010","Number","Lung Cancer Deaths",10
"Chaplin","0901513810","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Chaplin","0901513810","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",48.37
"Chaplin","0901513810","2007-2011","Number","Lung Cancer Deaths",6
"Chaplin","0901513810","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Chaplin","0901513810","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",26.03
"Chaplin","0901513810","2008-2012","Number","Lung Cancer Deaths",3
"Cheshire","0900914160","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",33.53
"Cheshire","0900914160","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",34.27
"Cheshire","0900914160","2006-2010","Number","Lung Cancer Deaths",50
"Cheshire","0900914160","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",29.28
"Cheshire","0900914160","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",31.51
"Cheshire","0900914160","2007-2011","Number","Lung Cancer Deaths",46
"Cheshire","0900914160","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",32.4
"Cheshire","0900914160","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",37.59
"Cheshire","0900914160","2008-2012","Number","Lung Cancer Deaths",55
"Chester","0900714300","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Chester","0900714300","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",65.39
"Chester","0900714300","2006-2010","Number","Lung Cancer Deaths",13
"Chester","0900714300","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Chester","0900714300","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",65.26
"Chester","0900714300","2007-2011","Number","Lung Cancer Deaths",13
"Chester","0900714300","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Chester","0900714300","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",65.13
"Chester","0900714300","2008-2012","Number","Lung Cancer Deaths",13
"Clinton","0900715350","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",60.16
"Clinton","0900715350","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",63.08
"Clinton","0900715350","2006-2010","Number","Lung Cancer Deaths",42
"Clinton","0900715350","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",57.52
"Clinton","0900715350","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",64.71
"Clinton","0900715350","2007-2011","Number","Lung Cancer Deaths",43
"Clinton","0900715350","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",53.81
"Clinton","0900715350","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",63.37
"Clinton","0900715350","2008-2012","Number","Lung Cancer Deaths",42
"Colchester","0901115910","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",51.57
"Colchester","0901115910","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",36.6
"Colchester","0901115910","2006-2010","Number","Lung Cancer Deaths",29
"Colchester","0901115910","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",39.28
"Colchester","0901115910","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",33.9
"Colchester","0901115910","2007-2011","Number","Lung Cancer Deaths",27
"Colchester","0901115910","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",36.75
"Colchester","0901115910","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",34.86
"Colchester","0901115910","2008-2012","Number","Lung Cancer Deaths",28
"Colebrook","0900516050","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Colebrook","0900516050","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",44.09
"Colebrook","0900516050","2006-2010","Number","Lung Cancer Deaths",3
"Colebrook","0900516050","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Colebrook","0900516050","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",43.01
"Colebrook","0900516050","2007-2011","Number","Lung Cancer Deaths",3
"Colebrook","0900516050","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Colebrook","0900516050","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",26.95
"Colebrook","0900516050","2008-2012","Number","Lung Cancer Deaths",2
"Columbia","0901316400","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Columbia","0901316400","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",29.49
"Columbia","0901316400","2006-2010","Number","Lung Cancer Deaths",8
"Columbia","0901316400","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Columbia","0901316400","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",25.69
"Columbia","0901316400","2007-2011","Number","Lung Cancer Deaths",7
"Columbia","0901316400","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Columbia","0901316400","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",29.15
"Columbia","0901316400","2008-2012","Number","Lung Cancer Deaths",8
"Connecticut","09","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",43.72
"Connecticut","09","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",50.27
"Connecticut","09","2006-2010","Number","Lung Cancer Deaths",8912
"Connecticut","09","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",42.61
"Connecticut","09","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",49.56
"Connecticut","09","2007-2011","Number","Lung Cancer Deaths",8818
"Connecticut","09","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",41.67
"Connecticut","09","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",48.89
"Connecticut","09","2008-2012","Number","Lung Cancer Deaths",8686
"Cornwall","0900517240","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Cornwall","0900517240","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",12.59
"Cornwall","0900517240","2006-2010","Number","Lung Cancer Deaths",1
"Cornwall","0900517240","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Cornwall","0900517240","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",13.61
"Cornwall","0900517240","2007-2011","Number","Lung Cancer Deaths",1
"Cornwall","0900517240","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Cornwall","0900517240","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",14.09
"Cornwall","0900517240","2008-2012","Number","Lung Cancer Deaths",1
"Coventry","0901317800","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",49.39
"Coventry","0901317800","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",45.33
"Coventry","0901317800","2006-2010","Number","Lung Cancer Deaths",28
"Coventry","0901317800","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",52.46
"Coventry","0901317800","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",48.38
"Coventry","0901317800","2007-2011","Number","Lung Cancer Deaths",30
"Coventry","0901317800","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",50.54
"Coventry","0901317800","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",48.24
"Coventry","0901317800","2008-2012","Number","Lung Cancer Deaths",30
"Cromwell","0900718080","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",38.12
"Cromwell","0900718080","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",51.84
"Cromwell","0900718080","2006-2010","Number","Lung Cancer Deaths",36
"Cromwell","0900718080","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",31.59
"Cromwell","0900718080","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",44.44
"Cromwell","0900718080","2007-2011","Number","Lung Cancer Deaths",31
"Cromwell","0900718080","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",35.01
"Cromwell","0900718080","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",48.57
"Cromwell","0900718080","2008-2012","Number","Lung Cancer Deaths",34
"Danbury","0900118500","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",41.19
"Danbury","0900118500","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",39.81
"Danbury","0900118500","2006-2010","Number","Lung Cancer Deaths",158
"Danbury","0900118500","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",42.83
"Danbury","0900118500","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",41.7
"Danbury","0900118500","2007-2011","Number","Lung Cancer Deaths",167
"Danbury","0900118500","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",40.87
"Danbury","0900118500","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",39
"Danbury","0900118500","2008-2012","Number","Lung Cancer Deaths",158
"Darien","0900118850","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",30.99
"Darien","0900118850","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",29.39
"Darien","0900118850","2006-2010","Number","Lung Cancer Deaths",30
"Darien","0900118850","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",29.6
"Darien","0900118850","2007-2011","Crude Rate (per 100,000)","Lung Cancer Deaths",29.15
"Darien","0900118850","2007-2011","Number","Lung Cancer Deaths",30
"Darien","0900118850","2008-2012","AAMR (per 100,000)","Lung Cancer Deaths",27.09
"Darien","0900118850","2008-2012","Crude Rate (per 100,000)","Lung Cancer Deaths",25.04
"Darien","0900118850","2008-2012","Number","Lung Cancer Deaths",26
"Deep River","0900719130","2006-2010","AAMR (per 100,000)","Lung Cancer Deaths",-6666
"Deep River","0900719130","2006-2010","Crude Rate (per 100,000)","Lung Cancer Deaths",25.84
"Deep River","0900719130","2006-2010","Number","Lung Cancer Deaths",6
"Deep River","0900719130","2007-2011","AAMR (per 100,000)","Lung Cancer Deaths",-6666
